order_id,order_date,order_amount,user_id,user_name,city,membership,restaurant_id,restaurant_name,cuisine,rating
127,2023-01-04 00:00:00,1251.4,2913,User_2913,Pune,Gold,309,Ruchi Curry House Multicuisine,Indian,4.5
128,2023-06-10 00:00:00,379.57,42,User_42,Bangalore,Regular,152,Hotel Curry House Punjabi,Indian,4.8
129,2023-11-28 00:00:00,158.62,1227,User_1227,Hyderabad,Gold,46,Udupi Delights Family Restaurant,Chinese,3.6
130,2023-09-05 00:00:00,710.77,1128,User_1128,Pune,Gold,418,Annapurna Foods Multicuisine,Chinese,3.3
131,2023-08-10 00:00:00,1406.07,2850,User_2850,Hyderabad,Gold,389,Ruchi Mess Multicuisine,Italian,4.9
132,2023-03-03 00:00:00,198.22,778,User_778,Hyderabad,Gold,302,Spice Curry House Andhra,Mexican,4.9
133,2023-03-29 00:00:00,872.28,2384,User_2384,Pune,Regular,165,Udupi Kitchen Chinese,Mexican,4.3
134,2023-03-24 00:00:00,775.17,45,User_45,Hyderabad,Gold,220,Spice Kitchen North Indian,Mexican,3.2
135,2023-11-09 00:00:00,365.07,912,User_912,Bangalore,Regular,483,Darbar Restaurant Family Restaurant,Chinese,4.5
136,2023-02-16 00:00:00,968.84,2643,User_2643,Chennai,Regular,175,Sai Biryani Non-Veg,Chinese,4.1
137,2023-05-27 00:00:00,1401.56,1603,User_1603,Chennai,Gold,20,Hotel Cafe Punjabi,Indian,3.7
138,2023-05-09 00:00:00,1140.38,880,User_880,Pune,Regular,384,Annapurna Biryani Andhra,Mexican,4.6
139,2023-04-20 00:00:00,1446.43,1639,User_1639,Hyderabad,Regular,19,Classic Biryani Chinese,Indian,3.6
140,2023-03-13 00:00:00,1381.41,765,User_765,Hyderabad,Gold,381,New Delights North Indian,Italian,4.6
141,2023-11-12 00:00:00,1129.47,1831,User_1831,Hyderabad,Gold,384,Annapurna Biryani Andhra,Mexican,4.6
142,2023-02-07 00:00:00,1331.64,1860,User_1860,Chennai,Gold,112,Grand Cafe Punjabi,Chinese,3.2
143,2023-11-22 00:00:00,158.75,1729,User_1729,Chennai,Gold,259,Amma Curry House Family Restaurant,Mexican,3.7
144,2023-04-16 00:00:00,247.03,2519,User_2519,Chennai,Gold,452,Classic Delights Multicuisine,Chinese,4.4
145,2023-09-17 00:00:00,365.51,1243,User_1243,Hyderabad,Gold,11,Taste of Kitchen Family Restaurant,Chinese,4.9
146,2023-04-20 00:00:00,1250.74,93,User_93,Bangalore,Regular,2,Royal Delights South Indian,Indian,4.1
147,2023-05-27 00:00:00,172.91,1821,User_1821,Hyderabad,Regular,268,Annapurna Biryani Multicuisine,Indian,3.8
148,2023-02-06 00:00:00,607.82,1975,User_1975,Bangalore,Regular,73,Spice Mess Andhra,Mexican,3.1
149,2023-06-24 00:00:00,932.79,2337,User_2337,Bangalore,Gold,345,Sai Tiffins Chinese,Chinese,4.3
150,2023-03-01 00:00:00,1402.24,2136,User_2136,Hyderabad,Regular,486,Udupi Mess Andhra,Italian,4.1
151,2023-12-07 00:00:00,1148.35,863,User_863,Bangalore,Gold,474,Annapurna Tiffins Pure Veg,Mexican,3.5
152,2023-09-29 00:00:00,112.31,2115,User_2115,Pune,Gold,176,Classic Delights North Indian,Italian,4
153,2023-02-16 00:00:00,641.49,2832,User_2832,Hyderabad,Gold,34,Ruchi Dhaba Multicuisine,Chinese,4.3
154,2023-05-28 00:00:00,221.42,623,User_623,Pune,Gold,244,Amma Tiffins South Indian,Italian,4.3
155,2023-03-12 00:00:00,484.27,2523,User_2523,Pune,Gold,90,Classic Biryani Pure Veg,Italian,4.8
156,2023-08-02 00:00:00,1373.33,282,User_282,Chennai,Gold,179,Annapurna Foods Multicuisine,Italian,3.5
157,2023-05-26 00:00:00,439.11,436,User_436,Bangalore,Gold,120,Classic Biryani Multicuisine,Italian,3.2
158,2023-01-16 00:00:00,439.9,2732,User_2732,Hyderabad,Regular,182,Annapurna Restaurant Andhra,Mexican,4.8
159,2023-01-04 00:00:00,1070.88,2152,User_2152,Chennai,Gold,357,Grand Mess Punjabi,Italian,3.8
160,2023-03-30 00:00:00,139.67,1291,User_1291,Chennai,Gold,381,New Delights North Indian,Italian,4.6
161,2023-09-29 00:00:00,175.84,354,User_354,Chennai,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1
162,2023-11-06 00:00:00,763.73,939,User_939,Chennai,Regular,208,New Curry House South Indian,Mexican,4.7
163,2023-12-26 00:00:00,190.64,2852,User_2852,Pune,Regular,86,Sri Curry House Chinese,Indian,4.2
164,2023-08-08 00:00:00,411.65,2241,User_2241,Chennai,Regular,104,Grand Dhaba South Indian,Chinese,4.9
165,2023-05-12 00:00:00,761.84,1982,User_1982,Chennai,Gold,325,Sri Cafe North Indian,Italian,4.5
166,2023-10-06 00:00:00,456.5,1583,User_1583,Hyderabad,Gold,169,Ruchi Curry House Pure Veg,Italian,4.2
167,2023-10-11 00:00:00,427.18,1644,User_1644,Bangalore,Regular,483,Darbar Restaurant Family Restaurant,Chinese,4.5
168,2023-06-15 00:00:00,1357.22,1437,User_1437,Hyderabad,Gold,135,Amma Eatery Non-Veg,Indian,3.7
169,2023-04-07 00:00:00,1013.3,2475,User_2475,Pune,Gold,320,Hotel Cafe Multicuisine,Italian,4.1
170,2023-03-09 00:00:00,1352.94,2134,User_2134,Hyderabad,Regular,290,Taste of Kitchen Chinese,Chinese,4.9
171,2023-07-15 00:00:00,1102.1,968,User_968,Bangalore,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1
172,2023-01-22 00:00:00,1307.06,1953,User_1953,Chennai,Gold,332,Classic Delights Family Restaurant,Chinese,4.8
173,2023-06-18 00:00:00,164.31,1352,User_1352,Pune,Gold,109,Swagath Delights South Indian,Chinese,5
174,2023-12-11 00:00:00,1161.71,740,User_740,Hyderabad,Gold,371,Sai Dhaba Family Restaurant,Chinese,3.1
175,2023-10-27 00:00:00,1482.75,238,User_238,Hyderabad,Regular,379,New Dhaba South Indian,Mexican,4.1
176,2023-12-17 00:00:00,552.39,2544,User_2544,Hyderabad,Gold,171,Ruchi Mess Non-Veg,Mexican,3.6
177,2023-05-15 00:00:00,1088.98,2271,User_2271,Pune,Gold,117,Darbar Eatery North Indian,Indian,3.9
178,2023-05-14 00:00:00,1402.18,424,User_424,Bangalore,Gold,375,Hotel Delights Multicuisine,Chinese,4.3
179,2023-09-07 00:00:00,703.69,1437,User_1437,Hyderabad,Gold,91,Annapurna Mess Non-Veg,Italian,4.8
180,2023-05-19 00:00:00,1289.82,816,User_816,Chennai,Regular,399,Swagath Cafe Multicuisine,Chinese,3.2
181,2023-04-20 00:00:00,1437.19,1090,User_1090,Pune,Regular,136,Hotel Cafe South Indian,Indian,3.6
182,2023-02-09 00:00:00,1470.97,131,User_131,Chennai,Gold,123,Grand Restaurant Non-Veg,Chinese,4.2
183,2023-06-26 00:00:00,561.65,724,User_724,Hyderabad,Regular,489,Swagath Foods Punjabi,Italian,3
184,2023-03-09 00:00:00,518.58,1945,User_1945,Pune,Regular,391,Sri Biryani Family Restaurant,Indian,3.3
185,2023-08-13 00:00:00,105.4,1722,User_1722,Hyderabad,Gold,54,Ruchi Tiffins Multicuisine,Italian,4.9
186,2023-05-31 00:00:00,1028.25,2704,User_2704,Pune,Gold,285,Ruchi Eatery North Indian,Mexican,4.8
187,2023-06-22 00:00:00,803.92,2805,User_2805,Bangalore,Regular,116,Grand Cafe Punjabi,Chinese,4.2
188,2023-06-30 00:00:00,558.85,2666,User_2666,Chennai,Gold,277,Swagath Restaurant North Indian,Mexican,3.3
189,2023-09-02 00:00:00,805.04,574,User_574,Chennai,Regular,442,Sai Eatery Andhra,Italian,3.7
190,2023-03-13 00:00:00,501.58,1542,User_1542,Bangalore,Regular,237,Grand Restaurant South Indian,Italian,4.5
191,2023-05-05 00:00:00,1340.73,2482,User_2482,Chennai,Regular,116,Grand Cafe Punjabi,Chinese,4.2
192,2023-04-24 00:00:00,862.55,345,User_345,Chennai,Gold,76,Amma Kitchen Punjabi,Italian,4.7
193,2023-01-20 00:00:00,261.66,2405,User_2405,Bangalore,Regular,126,Spice Tiffins North Indian,Italian,4.5
194,2023-07-17 00:00:00,401.42,914,User_914,Bangalore,Regular,183,Taste of Biryani Non-Veg,Chinese,3.7
195,2023-02-12 00:00:00,1179.75,1258,User_1258,Pune,Regular,58,Sai Biryani Multicuisine,Indian,4.4
196,2023-07-25 00:00:00,967.6,789,User_789,Pune,Regular,254,Ruchi Dhaba Chinese,Indian,4.7
197,2023-03-03 00:00:00,619.68,996,User_996,Chennai,Gold,58,Sai Biryani Multicuisine,Indian,4.4
198,2023-04-05 00:00:00,1389.57,767,User_767,Hyderabad,Gold,243,Grand Tiffins South Indian,Chinese,4.8
199,2023-10-06 00:00:00,844.75,2543,User_2543,Pune,Regular,94,Taste of Eatery Andhra,Chinese,4.5
200,2023-02-08 00:00:00,258.38,2619,User_2619,Bangalore,Regular,263,Grand Curry House Andhra,Indian,4.4
201,2023-05-20 00:00:00,375.74,1782,User_1782,Hyderabad,Gold,49,Amma Curry House Punjabi,Italian,4
202,2023-02-25 00:00:00,1169.6,1347,User_1347,Chennai,Gold,43,Sai Cafe North Indian,Chinese,4.9
203,2023-01-30 00:00:00,986.26,482,User_482,Hyderabad,Regular,376,Amma Cafe Non-Veg,Indian,3.4
204,2023-10-23 00:00:00,1164.27,2094,User_2094,Hyderabad,Gold,364,Sri Foods Non-Veg,Mexican,3.4
205,2023-12-25 00:00:00,121.12,1380,User_1380,Hyderabad,Regular,54,Ruchi Tiffins Multicuisine,Italian,4.9
206,2023-12-17 00:00:00,200.98,253,User_253,Chennai,Regular,308,Annapurna Biryani Family Restaurant,Italian,4.3
207,2023-02-23 00:00:00,1441.98,2453,User_2453,Pune,Regular,218,Sai Foods Pure Veg,Indian,4.1
208,2023-03-02 00:00:00,1250.84,1642,User_1642,Bangalore,Gold,352,Hotel Kitchen Multicuisine,Italian,4.7
209,2023-02-01 00:00:00,353.88,761,User_761,Pune,Regular,232,New Dhaba Family Restaurant,Mexican,4
210,2023-05-02 00:00:00,169.2,1816,User_1816,Pune,Regular,458,Swagath Mess Pure Veg,Italian,4.8
211,2023-12-26 00:00:00,484.58,1209,User_1209,Bangalore,Gold,437,Swagath Tiffins Chinese,Indian,3.3
212,2023-11-10 00:00:00,390.16,2339,User_2339,Pune,Regular,20,Hotel Cafe Punjabi,Indian,3.7
213,2023-05-24 00:00:00,701.52,2626,User_2626,Bangalore,Gold,374,Annapurna Curry House Multicuisine,Mexican,3.6
214,2023-12-29 00:00:00,1229.36,66,User_66,Chennai,Gold,365,Udupi Kitchen Multicuisine,Italian,3.6
215,2023-07-24 00:00:00,334.56,1087,User_1087,Pune,Regular,446,Annapurna Cafe Andhra,Indian,4.9
216,2023-04-08 00:00:00,455.32,105,User_105,Hyderabad,Gold,106,Spice Foods Non-Veg,Indian,4.8
217,2023-02-20 00:00:00,538.3,1846,User_1846,Chennai,Regular,376,Amma Cafe Non-Veg,Indian,3.4
218,2023-03-14 00:00:00,825.18,327,User_327,Hyderabad,Regular,138,Classic Mess Punjabi,Indian,4.8
219,2023-02-03 00:00:00,883.67,430,User_430,Hyderabad,Gold,125,Sai Foods Family Restaurant,Chinese,4.3
220,2023-12-17 00:00:00,394.85,1154,User_1154,Bangalore,Regular,132,Spice Tiffins Chinese,Indian,3.7
221,2023-04-17 00:00:00,616.19,2922,User_2922,Chennai,Gold,338,Grand Kitchen Non-Veg,Mexican,4.5
222,2023-05-18 00:00:00,572.97,1884,User_1884,Chennai,Regular,459,Sai Delights Non-Veg,Italian,4.6
223,2023-04-10 00:00:00,1477.26,1118,User_1118,Pune,Gold,407,Grand Cafe Chinese,Mexican,4.6
224,2023-04-14 00:00:00,1130.13,370,User_370,Bangalore,Gold,277,Swagath Restaurant North Indian,Mexican,3.3
225,2023-07-28 00:00:00,491.77,2992,User_2992,Bangalore,Regular,47,Ruchi Cafe Punjabi,Indian,3.4
226,2023-03-25 00:00:00,307.03,2341,User_2341,Bangalore,Regular,100,Spice Delights Family Restaurant,Indian,3.3
227,2023-03-01 00:00:00,361.97,77,User_77,Pune,Regular,466,Sai Cafe South Indian,Italian,4.9
228,2023-02-06 00:00:00,618.25,2302,User_2302,Chennai,Regular,196,Hotel Curry House Chinese,Italian,5
229,2023-12-13 00:00:00,672.94,760,User_760,Chennai,Regular,351,Spice Dhaba Non-Veg,Mexican,4.2
230,2023-01-24 00:00:00,1406.25,2064,User_2064,Hyderabad,Regular,186,Darbar Restaurant North Indian,Indian,4.3
231,2023-01-09 00:00:00,272.23,399,User_399,Bangalore,Regular,280,Taste of Dhaba Andhra,Chinese,3.7
